,id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
425149,4mOp0lbcnr0MIKXTQhn7Q7,2000 Light Years Away,0,140000,0,['Lincoln Zinzola'],['69MOOJnb1AHHFJTpLXZ3OU'],2020-08-28,0.399,0.842,10,-11.414,1,0.0468,0.012,0.0833,0.757,0.852,92.787,4
553965,2X6ZtVw4hhudQWkPPkierm,シカゴ - 2016 Remaster,38,193947,0,['clammbon'],['1gpNGL4WHSegm0WXj2j1m0'],2000-10-25,0.531,0.638,1,-5.593,1,0.0364,0.231,2.31e-05,0.0561,0.81,199.379,4
112598,1OUxBM6TphEnDh4EQkNRv1,Rhythm Of Love,56,200200,0,"[""Plain White T's""]",['1g1yxsNVPhMUl9GrMjEb2o'],2010-01-01,0.531,0.549,8,-7.895,1,0.0378,0.363,0.0,0.118,0.681,171.781,4
285326,18CEwdNxnYscFi3c2WaCiX,Eu Esqueci-me de Viver,28,271520,0,['Tony Carreira'],['6w7nHPNj2BIGTEbRrefVyu'],2011-12-13,0.558,0.688,10,-7.39,0,0.0307,0.163,8.75e-06,0.329,0.657,154.024,4
116477,1eMwDNXvEYCTlMFaeZlhs6,"Four Russian Peasant Songs ""Saucers"" - For Equal Voices with Four Horns: II. Ovsen - Revised 1954 version",0,44600,0,['Igor Stravinsky'],['7ie36YytMoKtPiL7tUvmoE'],1948,0.698,0.11,6,-20.665,1,0.0638,0.994,0.278,0.181,0.413,93.135,4
47659,35X1ucjCm7rHK80qJ413ci,Somebody Loan Me A Dime,50,179693,0,['Fenton Robinson'],['5WFeN8vtX0TYqv0IYVbWZT'],1974,0.69,0.584,3,-8.864,1,0.0746,0.47,2.46e-05,0.297,0.809,118.017,3
228893,4vivUjqlxAtDFIC6quQtzh,אלוהים,36,282747,0,['Mooki'],['2RMH8nqc3YmaUEikglXlXm'],2005-02-27,0.595,0.683,1,-6.632,0,0.0521,0.385,0.0,0.113,0.378,80.42,4
217409,0Vl9aGb0dmeiCQ2ATgNK2B,Mas Que Nada,55,159333,0,"[""Sergio Mendes & Brasil '66""]",['6hCsqVHnBo1BVQWuIjRMkL'],2006-01-01,0.592,0.761,5,-6.432,0,0.0514,0.614,3.58e-05,0.301,0.843,88.47,4
549257,1NggElpXx9IoqoqcAATizL,雨を見たかい(HAVE YOU EVER SEEN THE RAIN),15,163500,0,['KUWATA BAND'],['3PJilv6F07BzEjSpkAXoOl'],1986-11-05,0.73,0.776,0,-8.407,1,0.031,0.307,0.00232,0.144,0.948,117.523,4
20158,2FF6DapJNFhhi9MGMWSSVz,"Polonaises, Op. 26: No. 2 in E-flat Minor",3,430853,0,"['Frédéric Chopin', 'Arthur Rubinstein']","['7y97mc3bZRFXzT2szRM4L4', '5N1GUHhFMRFFgMTjSOJDb9']",1946,0.387,0.156,3,-21.072,0,0.0465,0.992,0.893,0.107,0.116,92.018,3
81377,2VEsmoek0sol9MnJFyoG9e,Burnin' Up,70,175093,0,['Jonas Brothers'],['7gOdHgIoIKoe4i9Tta6qdD'],2008-08-12,0.667,0.954,2,-3.462,1,0.0817,0.0296,0.0,0.331,0.807,114.0,4
315000,71S2vDjrtKZXb7kLstrAVs,Minningar,9,186270,0,"['Elly Vilhjálms', 'Vilhjálmur Vilhjálmsson']","['77uegHgrSqU3H84aK4H8lU', '4ljaFYAgLBet2a5qtgGrsG']",1969-01-01,0.588,0.602,2,-6.869,0,0.0348,0.0876,0.0,0.0691,0.842,103.674,4
93656,466cKvZn1j45IpxDdYZqdA,Toosie Slide,77,247059,1,['Drake'],['3TVXtAsR1Inumwj472S9r4'],2020-05-01,0.83,0.49,1,-8.82,0,0.209,0.289,3.04e-06,0.113,0.845,81.604,4
409004,5CkigPHDIfpVMr5CPViZno,世界名曲:小夜曲,19,230000,0,"['蔡榮吉', '李淑雲', '吳爾笠']","['4ZSjPS92VlMAl76LII4QGU', '2dRSIy5loojBpVlxWk2eRq', '3hAug8Ksw0xBepMo20ukYO']",1986,0.173,0.106,2,-19.299,1,0.0386,0.971,0.948,0.128,0.0395,136.534,3
532416,0T4G1g09UZZXCtwAtZbb2V,"Kantor Hampel spielt vor dem Indianer-Überfall Harmonium - From ""Der Ölprinz""",5,59933,0,['Martin Böttcher'],['5UDsBbZYQfKL8OQycvwvBO'],1965-01-01,0.183,0.000791,3,-22.671,1,0.0585,0.963,0.694,0.0933,0.0,132.557,3
467858,6pfhyFIP10boLwr4mcSE0g,Shake It,51,179947,0,['Metro Station'],['7vXwfZyDp3spzIVNXDaTPN'],2007,0.619,0.958,4,-3.83,1,0.0776,0.00212,2.23e-06,0.622,0.819,150.025,4
525983,7pF6zeGSDBkzuwblmUlRHH,Kabir Amritwani,26,3448137,0,['Debashish Dasgupta'],['5HUI64JZPqGNwTMGWWN573'],2000-09-04,0.588,0.649,10,-8.474,0,0.0357,0.59,0.0,0.323,0.851,98.032,4
342979,1Y0d2iv6he0idrm3cgiNcE,Maga Kahns sang,29,221761,0,"['Kaptein Sabeltann', 'Terje Formoe']","['2ZK0wMoGf3J25mleuKc4tY', '6kD825qRQoUKwYKDar95SP']",2006-06-12,0.505,0.69,9,-9.35,0,0.0426,0.626,2.83e-05,0.254,0.217,110.013,4
391050,0S9xWH3hm2RAQaxWtoxtUV,Non Mi Dir (Symphonie) - Remastered,15,133960,0,['Adriano Celentano'],['1yq9UuPp5DIb5w6eswGbKV'],1966,0.359,0.712,1,-5.909,1,0.046,0.377,0.0,0.343,0.852,136.029,4
211825,48mYwZy2il3CxzWvXvofT9,Rompe,3,189040,1,['Daddy Yankee'],['4VMYDCV2IEDYJArk749S6m'],2021-04-09,0.687,0.806,1,-6.019,0,0.0549,0.0358,5.83e-06,0.0569,0.534,176.064,4
419468,6MRflxnRuwBFpJ0yAaqqLI,Farmacia de la Colt,23,142049,1,['gAZAh'],['4f0hojlVYsooeg6oZNw6ak'],2011-02-11,0.414,0.566,9,-8.341,0,0.214,0.145,5.26e-06,0.0779,0.542,85.065,4
381378,20GApPWhqZM5Sjpcxlln4t,By My Side - Mix Cut,2,98813,0,"['Bryan Kearney', 'Christina Novelli']","['5fBbVsFxoa0jDCqocaEdBx', '1dbzT291PCwwYJK0l3Tr1n']",2016-12-16,0.425,0.988,7,-6.92,1,0.0526,6.07e-05,0.953,0.342,0.583,136.01,4
367130,0sp1KQ4DdWV5yXh4QUo52x,Robabeh Jan,46,193520,0,['Farid Farjad'],['4OpgGR0sYIwrfYZgklLWnk'],1997-08-12,0.405,0.208,2,-16.358,0,0.0336,0.992,0.841,0.0718,0.402,98.682,4
482736,559xCb91kCIgt2iYpGuhJx,Büchelgsätzli - 2,6,78800,0,['Rees Gwerder'],['59czFKtqnH3IShZZCdf7FI'],1973,0.401,0.212,11,-23.871,0,0.6,0.985,0.46,0.741,0.621,136.813,3
512419,5YKwM9n1YsXF8a7iEv2VJS,Ek Dhundhla Sa Mohabbat Ka,0,178515,0,['Kajjan'],['3eP0pcsfKLe6S6fHNcfftt'],1943-12-31,0.453,0.342,3,-11.452,1,0.162,0.974,0.85,0.458,0.605,79.206,4
509810,39owtzAquOeE2FPKi0YvDL,Fedezékbe,39,200829,0,['Follow The Flow'],['1UIPahyz7pEKaU6RQvU3FC'],2019-05-27,0.823,0.792,6,-4.177,1,0.172,0.26,0.0,0.255,0.743,99.928,4
238701,1LP0jocuNSOShgFVuzG3Ew,Never Let You Go,9,264400,0,['Justin Bieber'],['1uNFoZAHBGtllmzznpCI3s'],2021-04-02,0.66,0.802,0,-4.856,1,0.0373,0.00207,0.0,0.4,0.617,103.16,4
270192,1Z8ykpCDSMpVAq6KIMBwVm,Stand By Me,12,236707,0,['Anita Mui'],['06RD8CxzApXzuhHx54BhQL'],1988-07-01,0.768,0.707,2,-8.317,1,0.0335,0.0768,9.8e-06,0.211,0.748,117.824,4
393782,54diKNVn0tiqVqlyYzqXUF,"Siamo Solo Noi - Live From Milan,Italy/1989",23,375667,0,['Vasco Rossi'],['5l4nhyz8876RhgE2d18h65'],1990-01-01,0.342,0.588,2,-12.849,1,0.0754,0.142,0.0228,0.96,0.435,135.637,3
578402,2orx1Ut8NiQKusi0RXNOEr,"Det svarta guldet, del 15",22,58093,0,"['Tintin', 'Tomas Bolme', 'Bert-Åke Varg']","['6aMD1KAa5i3Myy61cR8FiW', '7HjbJ8V87zrxkSzL1KieQk', '71ADe4Zg9UyE8WQEHbJSXM']",1980-06-26,0.717,0.208,8,-20.458,1,0.873,0.478,0.0,0.165,0.678,118.905,5
104151,4w55wTh9ZbVgD9YC5Z4pZZ,Wishing I Was Lucky,45,233800,0,['Wet Wet Wet'],['2u0gw0uCWBMiqV7h0N8kai'],1987-09-21,0.607,0.773,1,-12.512,1,0.0489,0.0406,2.59e-05,0.382,0.691,109.074,4
480179,41U723LWODsY5ho7JcAduF,La Vida Es Linda,17,179040,0,['Los Embajadores del Guadalquivir'],['1Zh8Q9wvkuO9mlD5q5maEA'],1994,0.741,0.565,8,-11.708,1,0.123,0.822,4.21e-06,0.112,0.654,118.731,3
563522,4Dji8BfL6L24fUxyvthbyK,Daahoud,12,338800,0,"['Richard ""Groove"" Holmes']",['7izkpvBGc31hUccjdSNz8k'],1965,0.459,0.508,10,-13.834,0,0.0401,0.91,0.929,0.092,0.772,165.941,4
309574,4KhXXLWWXLaaAwVDibWlhW,En Nissepige,14,182747,0,"['Sofie Lassen-Kahlke', 'Stephanie Leon']","['4t3HPTtv92ClltSe057sGv', '0O8d9YOttef54xRzEVNDTy']",1996,0.614,0.459,0,-9.112,1,0.0268,0.472,4.47e-05,0.136,0.47,76.912,4
150126,54Pd4mkfE7mCYVITOdZ0i1,Mil Horas,31,258440,0,['Los Hermanos Rosario'],['40FzPNKgu0k9VMvvidiKCl'],1991-01-01,0.729,0.656,2,-10.954,1,0.0415,0.684,0.000754,0.105,0.859,117.245,4
29691,3XEKoRhmHfL270HIXkQH9X,When Sunny Gets Blue (with Ray Conniff & His Orchestra) - Single Version,32,160627,0,"['Johnny Mathis', 'Ray Conniff']","['21LGsW7bziR4Ledx7WZ1Wf', '7LfRnzGM0wRSyS5mmAwJbv']",1956,0.319,0.274,8,-13.255,1,0.0331,0.862,0.0,0.111,0.307,129.175,4
477808,2JDMtGpoF2DyI8SgiwMHNJ,Tu,8,185899,0,['Los Bunkers'],['3RTAXX6KGdljBsOIupyZgT'],2005,0.537,0.994,9,-3.812,0,0.0585,0.0314,0.000214,0.293,0.599,135.172,4
60527,2KCJYwlBWxdlwyIYckIf6V,Rag Doll,62,265693,0,['Aerosmith'],['7Ey4PD4MYsKc5I2dolUwbH'],1987-01-01,0.579,0.954,4,-3.947,1,0.0558,0.583,0.0,0.139,0.583,93.448,4
461871,7aXzdlO2yY6QnvulQZfEdh,Hibou Coucou: Dans La Forêt Lointaine,37,126533,0,['Kalinou'],['4NQS53sXcxzvs5QtKq0mLW'],2009-09-24,0.719,0.259,7,-13.181,1,0.0429,0.869,0.000275,0.248,0.738,106.38,4
538154,11B8ujtVxbIqIKKxmBEpfl,Roz Roz Dali Dali,12,240762,0,['Asha Bhosle'],['5as8A4G47Ohu9NSWs3Je8U'],1982-01-01,0.448,0.497,8,-8.081,0,0.0691,0.923,0.00467,0.363,0.775,169.831,4
223007,0Aw9C2oS6T6p3Q9chaYOZW,ברברה,5,186000,0,['Naomi Shemer'],['4V6wf2ynZAUYlG8WnyQrIz'],1981-09-01,0.512,0.18,0,-13.837,1,0.0483,0.97,0.000563,0.117,0.368,89.233,3
213797,7McjDM456n8XGt7i00EY5d,Las Cosas y Vos,11,194067,0,['Leonardo Favio'],['7JWJRzjFr2Qt5yB9ondmoq'],1971-11-22,0.538,0.426,5,-9.519,0,0.0429,0.625,0.0,0.0908,0.648,72.277,4
236964,3RXhO8IlQNwnH6FFXBYQMn,Cumbia Sobre El Rio,51,282520,0,"['Blanquito Man', 'Control Machete', 'Celso Piña']","['061kEmfoGaZAVZITlkWQuM', '628gUkswCfCS1hIOOHmIpK', '6PmfbeAL7jAauFPNyQ5UPi']",2006-01-01,0.635,0.735,1,-10.73,1,0.0648,0.0142,0.715,0.301,0.963,96.994,4
452858,6giNY4SKccGADCa9JIfZ6V,Old Man,18,333667,0,['Vicki Brown'],['5FqhblIotAFXFHOB8JfvOG'],1987-09-25,0.256,0.242,2,-15.55,1,0.032,0.756,0.0734,0.0793,0.156,138.781,4
97791,25Bt6fmp2I2ZC4n2iud0wY,Lay Down Your Weary Tune,25,209800,0,['The Byrds'],['1PCZpxHJz7WAMF8EEq8bfc'],1965-12-06,0.455,0.474,9,-9.49,1,0.0257,0.493,0.0,0.0774,0.602,95.428,4
92994,7z0qcacB2xNawgBMwilsp3,Go (Mixed),33,57227,0,['Protoculture'],['37kQjANSQM1tmkTwvB5M96'],2020-12-11,0.488,0.947,0,-7.697,1,0.0564,0.000364,0.989,0.313,0.207,129.98,4
548432,5eItOlaVXEPj6VM9HaHwMp,ZING WENT THE STRINGS OF MY HEART,11,185213,0,['Shanels'],['11B3d9x2J59NnHRsyoo4xA'],1981,0.424,0.727,2,-8.414,0,0.0482,0.0361,0.454,0.965,0.751,135.58,4
458580,1v404VXRJKBzLwrHw8AUnD,Guns And People,18,238133,0,"['Éric Serra', 'Arthur Simms']","['1DptMAbvFajxK4ZObg1OdA', '1lslIiVrivMCgmGSDMwcSE']",1985-04-10,0.637,0.674,10,-9.86,1,0.0441,0.225,1.22e-06,0.0628,0.698,133.547,4
494550,52zdHAaWf5Yg8xVv0ub58s,Jim Knopf und die Wilde 13 - Teil 57,18,79637,0,['Michael Ende'],['1VORulhv2aMemo1kSvxdVX'],1973,0.686,0.403,8,-17.259,1,0.964,0.737,0.0,0.129,0.525,78.03,5
445542,5mamyGJMka04qxtY1vtfWG,Festival,23,248440,0,['Chuck Berry'],['293zczrfYafIItmnmM3coR'],1971-01-01,0.584,0.794,0,-9.932,1,0.0398,0.868,0.923,0.0787,0.962,165.313,4
179021,7mgI1HLrLMlIHL3wzotbyM,Teenage Blue,61,234969,0,['Dreamgirl'],['7JPPLV24jlpVoHz5dHN6pR'],2015-02-14,0.178,0.461,11,-7.479,1,0.0312,0.837,0.0187,0.133,0.135,180.28,3
465811,3erdph0wUqaMiE99sdrBU5,Make Up Your Mind,31,385760,0,['Aurra'],['6f34Vi3DFJap7eJMDbpzEG'],1980,0.749,0.596,7,-11.059,1,0.0594,0.11,0.000124,0.0497,0.922,116.529,4
106569,5LnhFULoa2F91HfOlaqvwz,Year1993,0,430062,0,['Flashmob'],['7xo0kZGwplHhSh8ORbToS8'],2019-01-25,0.792,0.696,8,-10.509,1,0.0348,0.187,0.912,0.111,0.154,126.009,4
72835,25pl7kV4OxafIc9wPAggYf,So What'Cha Want,57,217067,1,['Beastie Boys'],['03r4iKL2g2442PT9n2UKsx'],1999-01-01,0.695,0.978,5,-3.556,0,0.274,0.0764,3.12e-05,0.069,0.706,171.093,4
524426,3GNwW59oQP0Db3GVkUc0qr,Ganj: E: Shakar,20,1362160,0,['Nusrat Fateh Ali Khan'],['5HcunTidTUrOaf8V0iJcvl'],1994,0.437,0.508,1,-15.303,1,0.0717,0.12,0.0,0.358,0.777,111.057,4
113045,2hzWdRAiN0tMeV3ywqf7tJ,Pussy is Mine,45,173200,1,['Miguel'],['360IAlyVv4PCEVjgyMZrxK'],2012,0.717,0.109,2,-16.159,1,0.0642,0.745,0.0,0.495,0.289,130.397,4
312956,5WQ8ISlwGUrkdtxTbajDJ1,Pool (feat. TopGunn),48,179308,0,"['Citybois', 'TopGunn']","['2GmsPqiejcB4bPdxJpkCh6', '4nXezpatStChCEWVvYLjd5']",2017-05-31,0.749,0.805,5,-5.193,0,0.0824,0.147,0.0,0.107,0.709,108.016,4
571570,1MrsIkgYDTBpZzz2NeTGBw,Rest Your Love On Me,25,272907,0,['Conway Twitty'],['7gi3jmwpUpNWdswT8eEprF'],1980-01-01,0.556,0.349,3,-12.423,1,0.0343,0.512,2.78e-05,0.284,0.399,141.113,4
339301,4XkaKu7E43vyDf8NvXg4nc,Mens Jeg Slår an Tonen,6,182936,0,['Bjøro Håland'],['4nENBnQXeXD5KGoghpN2Ib'],1982,0.291,0.428,9,-12.787,1,0.0371,0.751,0.0,0.0908,0.537,168.087,3
69286,1JNYMz4hu58DkPLIt201Cv,Hasta Que Me Olvides - En Vivo,48,265293,0,['Luis Miguel'],['2nszmSgqreHSdJA3zWPyrW'],1995-10-13,0.565,0.732,3,-7.247,1,0.0351,0.626,0.0,0.789,0.393,126.051,4
294536,4G1p9kKIxoB1y5aTYXkq4T,To Pelago Ine Vathi,1,258600,0,"['Anastasia', 'Manos Hadjidakis']","['3pwlDl0l2GxLybJ2JV9ONZ', '4epy8uB6icBmTU3VoMwVzG']",2014-12-29,0.286,0.255,2,-12.319,0,0.0358,0.986,0.0604,0.0732,0.246,114.604,3
94937,1BWnFNO9TjwICAxCL9FmQz,Monk's Dream,15,185267,0,['Thelonious Monk Trio'],['1eLGUQKWRwsvTDCJhH788m'],1954,0.432,0.362,5,-13.638,1,0.0451,0.65,0.00172,0.14,0.541,172.157,4
32460,3Pyyq0CuFMLeZY3KaVb1nS,Lightning Express,17,292600,0,['The Everly Brothers'],['4ACplpEqD6JIVgKrafauzs'],1958,0.566,0.189,5,-14.658,1,0.0257,0.831,0.0,0.272,0.417,102.249,3
364820,3AeP95t0Fnqwp7c2eJWnQt,Ayaş Yolları,11,217296,0,['Neşet Ertaş'],['1afML5pJuVr3ye8TGyYcV2'],1989-12-08,0.37,0.747,5,-7.315,0,0.0361,0.942,0.000159,0.328,0.643,82.498,4
357363,6ivBdYc13x8GjA2fgeKDkC,Няма чакай,33,260000,1,['F.O.'],['5jmUbV4BwbDJYjw2qeRAmI'],2014-12-29,0.706,0.616,1,-7.387,1,0.123,0.0716,0.0,0.202,0.217,164.017,4
8669,5qP7mpq5IRIZcv8QunMldG,La Maricutana,0,159948,0,"['Antonio Morel', 'Francis Santana']","['1wP1FUeZ1k12MrEnYlmugi', '3SYlms4ceuEYEuiAAg9oXy']",1933-01-01,0.666,0.787,3,-8.657,1,0.129,0.648,0.425,0.114,0.962,125.672,4
93973,4hSJUp6k7QeHLxU32MrLIU,Ohne Dich,81,125720,1,"['KASIMIR1441', 'badmómzjay', 'WILDBWOYS']","['7ADRm1oT7VmhRRZrZqycV6', '7oWrEQO1d3klp0Qrfh7a5h', '44yXVrsMTsKGUBHZsYFZNq']",2021-01-14,0.807,0.535,11,-6.519,0,0.349,0.191,0.0,0.125,0.925,156.013,4
197341,0tORw5qyjKFEC6tRSfYuOG,Por Amor,38,206493,0,['Marco Antonio Muñiz'],['4BLAYO57LtkaZ6odOdWmGc'],1998-03-10,0.407,0.601,10,-8.616,0,0.0588,0.509,0.0,0.133,0.349,102.048,4
25519,0vklHNSHzB03RuuzFQ8hSj,Were Qurban,2,393039,0,['Mamlê'],['4E47TYWiRJJgmZZoOlqvq2'],1951-12-03,0.622,0.567,3,-7.735,1,0.103,0.982,0.796,0.613,0.704,114.07,4
363518,3kUy4mAeFdo6qZ1tPubjdp,Leyla - Remastered,19,212830,0,['Ciwan Haco'],['4o7TBxtRmKEAbKYFrjv3NG'],1984-12-05,0.266,0.736,11,-6.44,0,0.0635,0.813,0.615,0.223,0.618,89.109,4
121996,5Ag7aoFWka5M8dL5LjjKZB,Petrushka Ballet Suite: Legerdemain Scene,0,90453,0,"['Igor Stravinsky', 'New York Philharmonic']","['7ie36YytMoKtPiL7tUvmoE', '3gacryguGmpmCvgPGt2CBI']",1940,0.265,0.0399,3,-26.579,1,0.0484,0.919,0.466,0.0781,0.295,131.058,4
402540,4akvhshVgkBRx3NuvHF2oT,Suara Kita,28,433627,0,['Wings'],['7c5278WShlxTk3vS9XoTf8'],1993-05-03,0.223,0.69,0,-5.499,0,0.0437,0.0205,0.0601,0.315,0.355,80.769,5
71241,6gEuxFWtSNN769TfSDNlHJ,Boneca cobiçada,49,193080,0,['Milionário & José Rico'],['4oa7ETNZH1ivfzFkCGVZlR'],1997-06-05,0.728,0.558,7,-8.259,1,0.0343,0.652,0.0,0.39,0.817,104.172,4
389808,1x22ZQvXYAOPuiyzWWAMhC,Скам,51,180000,1,"['lil krystalll', 'OG Buda']","['2cYbwKKlCOv5VaoU9DZwGA', '1H1zBr7TXFwTwsHU5kX9gW']",2019-10-04,0.769,0.701,0,-6.243,1,0.156,0.0755,0.0,0.371,0.527,159.993,4
457423,5nX7QvJlSaJSHbwYm8H0Ye,Les grands sentiments humains,10,125560,0,['Michel Polnareff'],['7aKldvGENbL4bj8TCWHuhT'],1968-01-01,0.591,0.501,8,-7.556,0,0.0539,0.637,2.95e-06,0.528,0.433,109.188,4
278988,1WZB9LOzHALTglpvsf9CXY,矛盾一生,39,259683,0,['JW'],['5YsDFZYpkNgiIxfDW6rXlu'],2017-08-03,0.554,0.475,7,-6.705,1,0.0396,0.423,0.0,0.151,0.271,74.897,4
411129,0g00tPBhhOlPuCEMB4XRDK,Keep The Fire Burnin' (feat. Loleatta Holloway),23,359000,0,"['Dan Hartman', 'Loleatta Holloway']","['1HvcqyRLS9nF8hAbTWOqpr', '3m5hegxlB80Z2zQb1893pc']",1994,0.774,0.807,0,-8.008,1,0.0341,0.00715,0.0212,0.0884,0.798,121.978,4
409862,2GU9Wa0j9VvVQ2deu1ZGU0,造飛機,6,129267,0,['朱宗慶打擊樂團'],['5ER5urO04UF043vDRbFRM0'],1988-01-01,0.799,0.301,5,-10.255,1,0.0692,0.78,0.0,0.0763,0.731,126.257,4
12544,3DH4AysV0il7WnKRl6FaZo,The Conga-Conga,1,180003,0,['Cab Calloway'],['03cwCzIWQ8BRmXjGPDAL04'],1938,0.725,0.545,7,-12.366,1,0.138,0.658,3.04e-05,0.318,0.778,96.166,4
129320,3aZPzF7Sr0zy3K0EkKyEzk,It Ain't Over 'Til It's Over,53,242640,0,['Lenny Kravitz'],['5gznATMVO85ZcLTkE9ULU7'],2000,0.663,0.748,6,-5.83,1,0.0462,0.277,0.003,0.312,0.926,159.719,4
18293,5WhEynvgR6ZKRuspYLyrG1,Tumhen Pyar Karna Sikhaoongi,0,188296,0,['Lalita Parulekar'],['3UgxLTQWwo5neNDenwhxn1'],1944-12-31,0.702,0.0808,5,-11.184,1,0.2,0.995,0.00956,0.121,0.815,99.268,3
553359,0jP2txhGtRbjFf5pG2p47L,Promised land,23,269667,0,"[""L'Arc-en-Ciel""]",['6jTjjAjvYvMYfaqi837p5x'],1998,0.532,0.951,9,-6.747,0,0.0748,0.000312,0.00829,0.658,0.473,121.979,4
69892,5c15axZrDZtzqYsomtEwTz,Trashy Women,53,195707,0,['Confederate Railroad'],['1YPIe9qIMa99O0a0OW47Be'],1996,0.636,0.824,9,-5.535,1,0.0344,0.0468,0.0,0.139,0.872,142.553,4
464357,2XnE9CoxUPmWgWZydVimY0,"Nocturnes, Op. 9, No. 2 in E-Flat Major",0,277427,0,"['Frédéric Chopin', 'Vladimir Horowitz']","['7y97mc3bZRFXzT2szRM4L4', '4Ws5hSoABAwvGJ4LhHwHgq']",1928,0.285,0.0678,3,-24.257,1,0.0445,0.989,0.931,0.104,0.117,77.755,4
21495,4B90Ki77Ek3rgeAfnZLc2A,O Sajan Samjhao Na,0,176495,0,['Zeenat Begum'],['7zgBJhbZfgPBt9xP1Wq1wt'],1947-12-31,0.65,0.328,10,-8.94,1,0.0994,0.986,0.0,0.899,0.612,82.267,4
263806,0abmksT4WBIpDYNTxpjGb4,Atomovy kryt,33,221307,0,['Horkýže Slíže'],['1Vokrr21dze8HRk1oeWq9o'],2013-03-15,0.572,0.775,7,-3.977,0,0.0755,0.102,1.88e-06,0.331,0.753,169.874,4
290737,4ULvwJArWY9obUBjZ8fUGE,Kyriaki,9,178293,0,['Ypogia Revmata'],['4xbr3XX253Pyc7UiPCWEGh'],1995,0.447,0.545,2,-13.793,1,0.0452,0.287,0.00213,0.094,0.827,123.531,4
385182,3OBZT3D5TA9TDnZPPUdVtU,Nights In White Satin - Radio Edit,30,215733,0,['Sandra'],['646StQO8yxIiI3niu1OHnG'],1995-01-01,0.628,0.758,8,-8.839,1,0.0411,0.0032,0.0479,0.0797,0.691,108.419,4
435601,5sJJQxIfys0imGd4WhILm8,Pelo Tempo Que Durar,43,208720,0,['Marisa Monte'],['0rSTXALHu0EKAawPLBdODH'],2006-01-01,0.302,0.334,2,-12.728,1,0.0322,0.971,0.715,0.0639,0.126,77.971,4
412337,6UTpD8V1LjuiFstPVKthsc,Catania,41,494560,0,['Joey Calderazzo'],['7wu4u8r54ZgGyY9FOZtDq4'],1999-08-05,0.286,0.215,3,-19.555,0,0.0336,0.932,0.848,0.104,0.16,74.333,4
555479,1jh0PEv7Dfox2WcebMi5iT,Perseus -ペルセウス-,31,309900,0,['Hitomi Shimatani'],['34eavfJpWV3DnvwqOmml18'],2003-12-25,0.539,0.947,8,-4.194,1,0.0827,0.102,0.0,0.168,0.375,142.959,4
583344,0H34WiqGaddyuani5bbADs,Majorna,36,224960,0,"['Hofmästarn', 'Roffe Ruff']","['5TgOBj4v5RI1Guk1F0bfGA', '6FkSZBvBZ74ADdf5aWrT1O']",2010-03-26,0.62,0.516,7,-10.386,0,0.271,0.219,0.0,0.365,0.762,79.258,4
247921,6t5vcwo1iDITemNjL9lxW5,Buen Día Señor Presidente,19,281453,0,['Billy Bond y La Pesada'],['4Se6WxeebNL0yEAs7NvCMY'],1971-08-10,0.557,0.715,0,-9.91,1,0.126,0.117,0.269,0.681,0.704,121.137,4
529236,1SUTkKC4IExRMDYF7Knssb,Bad Boyz,33,227865,0,"['Priya Hemesh', 'Geetha Madhuri']","['1FI8Am7UxI2XLUtFs2jPva', '5qhGpFQDS0CHw4cKeCzaai']",2011-12-22,0.784,0.957,5,-10.059,0,0.0733,0.454,0.204,0.11,0.438,125.999,4
205143,3miekG7BJFpyeDe69v4r33,Ollita Nomas,14,204587,0,['Chabuca Granda'],['5tEUnEwJfkZDP2ZuLy4Fzu'],1980-01-01,0.539,0.738,9,-8.516,1,0.0826,0.294,1.06e-06,0.101,0.913,94.491,3
433970,16Vwf93FF2gBFxZwM2L0bU,Miou (Forró),30,227396,0,['Falamansa'],['6uTK3YD9CT3pLx2yEfVmXk'],1999-06-29,0.766,0.475,1,-9.064,0,0.0447,0.47,0.0,0.0977,0.864,128.01,4
564634,7JJSlU25xqk6uJ0HMCmUdO,Eiserner Steg - Klavier Version,26,252415,0,"['Philipp Poisel', 'Matthias Schweighöfer']","['7HkIxdAV13bOrkOhh6H3Dg', '43Zi7TKiuRqCwBng7Mv2c0']",2011-09-23,0.434,0.272,6,-9.726,1,0.0326,0.934,0.00144,0.146,0.366,123.594,4
464471,6Cm7Xxpy1ipN4wGP7zVv0a,Goin' To Chicago Blues,5,204560,0,"['Jimmy Rushing', 'Count Basie']","['5oSx3uh0EaLA2xEywrMsCX', '2jFZlvIea42ZvcCw4OeEdA']",1936,0.639,0.218,8,-9.748,1,0.131,0.948,0.00059,0.178,0.394,91.364,4
65224,6vTX4Fc8Zp2YWM3hHUQviF,Iron Hand,46,188200,0,['Dire Straits'],['0WwSkZ7LtFUFjGjMZBMt6T'],1991-09-10,0.65,0.208,4,-15.491,0,0.0264,0.67,0.00615,0.129,0.222,88.994,4
386160,2VEQWr71HLgsSZWR8VdUDN,Porcelain - 2014 Remastered Version,39,242040,0,['Moby'],['3OsRAKCvk37zwYcnzRf5XF'],1999-05-17,0.471,0.713,0,-5.933,0,0.0348,0.0016,0.0217,0.247,0.336,95.027,4
